Literal,row_count,unique_codes,unique_y_categories,codes,y_categories,is_duplicate_literal,same_literal_multiple_codes,same_literal_multiple_y_categories
Azitromicina,2,2,2,3E03329 | 9921,3 | 9,True,True,True
BAV de primer grado,2,2,2,42611 | I440,4 | I,True,True,True
BCRDHH,2,2,2,4264 | I4519,4 | I,True,True,True
BIRD,2,2,2,4264 | I4510,4 | I,True,True,True
BIRDHH,2,2,2,4264 | I4519,4 | I,True,True,True
BMN parto,2,2,2,E042 | O99284,E | O,True,True,True
BRDHH,2,2,2,4264 | I4510,4 | I,True,True,True
BRIHH,2,2,2,4263 | I447,4 | I,True,True,True
Bacteriemia,2,2,2,7907 | R7881,7 | R,True,True,True
Bacteriemia posparto,2,2,2,O8689 | R7881,O | R,True,True,True
Bocio multinodular,2,2,2,2411 | E042,2 | E,True,True,True
Bronquiolitis aguda VRS rn,2,2,2,J210 | P2889,J | P,True,True,True
Bronquiolitis aguda vrs rn,2,2,2,J210 | P2889,J | P,True,True,True
Bronquitis crónica parto,2,2,2,J42 | O9952,J | O,True,True,True
CARCINOMA ENDOMETRIOIDE,2,2,2,1820 | 83803,1 | 8,True,True,True
CARCINOMATOSIS PERITONEAL,2,2,2,80106 | C786,8 | C,True,True,True
CDI,2,2,2,1749 | 85003,1 | 8,True,True,True
CESÁREA,2,2,2,10D00Z1 | 741,1 | 7,True,True,True
CIA,2,2,2,7455 | Q211,7 | Q,True,True,True
CIN 1,2,2,2,62211 | N870,6 | N,True,True,True
CIN 3,2,2,2,2331 | D069,2 | D,True,True,True
CIN III,2,2,2,80102 | D069,8 | D,True,True,True
CISTOCELE,2,2,2,0JQC0ZZ | N8110,0 | N,True,True,True
CIV parto,2,2,2,64851 | 7454,6 | 7,True,True,True
COLESTASIS parto,2,2,2,K831 | O2662,K | O,True,True,True
COVID PARTO,2,2,2,O9852 | U071,O | U,True,True,True
COVID parto,2,2,2,U071 | Z370,U | Z,True,True,True
COVID rn,2,2,2,P358 | U071,P | U,True,True,True
COVid parto,2,2,2,O9852 | U071,O | U,True,True,True
CPAP,2,2,2,5A09457 | Z9989,5 | Z,True,True,True
CUMS,2,2,2,8776 | BT1BZZZ,8 | B,True,True,True
Ca de endometrio,2,2,2,1820 | C541,1 | C,True,True,True
Canalizacion de via periferica,2,2,2,05HY33Z | 3893,0 | 3,True,True,True
Canalización de vía periférica,2,2,2,05HY33Z | 3893,0 | 3,True,True,True
Candidiasis vaginal 3t,2,2,2,B373 | O98813,B | O,True,True,True
Cannabis part,2,2,2,F1210 | O99324,F | O,True,True,True
Cannabis parto,2,2,2,F1210 | O99324,F | O,True,True,True
Carcinoma de cervix,2,2,2,1809 | C539,1 | C,True,True,True
Carcinoma endometrioide,2,2,2,83803 | C541,8 | C,True,True,True
Carcinomatosis peritoneal,2,2,2,1976 | C786,1 | C,True,True,True
Cardiopatia isquemica,2,2,2,4149 | I259,4 | I,True,True,True
Cardiopatía isquémica crónica,2,2,2,4149 | I259,4 | I,True,True,True
Cavernoma,2,2,2,91210 | D1802,9 | D,True,True,True
Cefalea postpunción dural,2,2,2,3490 | O745,3 | O,True,True,True
Celiaca part,2,2,2,K900 | O9962,K | O,True,True,True
Cerclaje cervical,2,2,2,0UVC7DZ | 6759,0 | 6,True,True,True
Cesarea ant,2,2,2,65421 | O34219,6 | O,True,True,True
Cesarea anterior,2,2,2,65421 | O34219,6 | O,True,True,True
Cesárea ant,2,2,2,65421 | O34219,6 | O,True,True,True
Chagas part,2,2,2,B571 | O9862,B | O,True,True,True
Chron,2,2,2,5559 | K5090,5 | K,True,True,True
Ciatalgia,2,2,2,7243 | M5430,7 | M,True,True,True
Cirrosis hepática por VHC,2,2,2,B182 | K7469,B | K,True,True,True
Cistitis,2,2,2,5950 | N3090,5 | N,True,True,True
Cistitis de repetición,2,2,2,V1302 | Z87440,V | Z,True,True,True
Colangitis,2,2,2,5761 | K8309,5 | K,True,True,True
Colecistitis aguda litiásica,2,2,2,57400 | K8000,5 | K,True,True,True
Colelitiasis part,2,2,2,K8020 | O9962,K | O,True,True,True
Colestasis part,2,2,2,K831 | Z370,K | Z,True,True,True
Colitis ulcerosa parto,2,2,2,K660 | O9962,K | O,True,True,True
Colon irritable part,2,2,2,K589 | O9962,K | O,True,True,True
Colostomía,2,2,2,V443 | Z933,V | Z,True,True,True
Colón irritable parto,2,2,2,K589 | O9962,K | O,True,True,True
Conización,2,2,2,0UBC8ZZ | 672,0 | 6,True,True,True
Conjuntivitis alérgica,2,2,2,37214 | H1045,3 | H,True,True,True
Convulsions febrils,2,2,2,78031 | R5600,7 | R,True,True,True
Corticoides,2,2,2,3E0333Z | 9923,3 | 9,True,True,True
Corynebacterium,2,2,2,04185 | B9689,0 | B,True,True,True
Covid Parto,2,2,2,O9852 | U071,O | U,True,True,True
Covid part,2,2,2,O9852 | U071,O | U,True,True,True
Coxartrosis,2,2,2,71535 | M1610,7 | M,True,True,True
Criptorquidia,2,2,2,75251 | Q5310,7 | Q,True,True,True
Crisis epilépticas,2,2,2,34590 | G40909,3 | G,True,True,True
Crohn,2,2,2,5559 | K5090,5 | K,True,True,True
Cuadro depresivo,2,2,2,311 | F329,3 | F,True,True,True
Cuerpo extraño esofágico,2,2,2,0DC58ZZ | T18198A,0 | T,True,True,True
Cándidiasis vaginal parto,2,2,2,B373 | O9882,B | O,True,True,True
DAI,2,2,2,V4502 | Z95810,V | Z,True,True,True
DIABETES,2,2,2,25000 | E119,2 | E,True,True,True
DIU,2,2,2,V4551 | Z975,V | Z,True,True,True
DL,2,2,2,2724 | E785,2 | E,True,True,True
DM,2,2,2,25000 | E119,2 | E,True,True,True
DM tipo 2,2,2,2,25000 | E119,2 | E,True,True,True
DM2,2,2,2,25000 | E119,2 | E,True,True,True
DMII,2,2,2,25000 | E119,2 | E,True,True,True
DMNID,2,2,2,25000 | E119,2 | E,True,True,True
DTT,2,2,2,099500Z | 2001,0 | 2,True,True,True
Demencia,2,2,2,2900 | F0390,2 | F,True,True,True
Demencia por cuerpos de Lewy,2,2,2,F0280 | G3183,F | G,True,True,True
Depresion part,2,2,2,F329 | O99344,F | O,True,True,True
Depresion parto,2,2,2,F329 | O99344,F | O,True,True,True
Depresión part,2,2,2,F329 | O99344,F | O,True,True,True
Dermatitis,2,2,2,6929 | L309,6 | L,True,True,True
Dermatitis atòpica,2,2,2,6918 | L209,6 | L,True,True,True
Dermatitis atópica,2,2,2,6918 | L209,6 | L,True,True,True
Dermatitis atópica parto,2,2,2,L209 | O9972,L | O,True,True,True
Dermatitis de contacto parto,2,2,2,L259 | O9972,L | O,True,True,True
Dermatitis part,2,2,2,L309 | O9972,L | O,True,True,True
Derrame pericárdico,2,2,2,42090 | I313,4 | I,True,True,True
Derrame pleural bilateral,2,2,2,5119 | J90,5 | J,True,True,True
Desgarro 2,2,2,2,0KQM0ZZ | O701,0 | O,True,True,True
Desgarro I (,2,2,2,0HQ9XZZ | O700,0 | O,True,True,True
"Desgarro I,",2,2,2,0HQ9XZZ | O700,0 | O,True,True,True
Desgarro II grado,2,2,2,0KQM0ZZ | 7569,0 | 7,True,True,True
Desgarro IIIA,2,2,2,0DQR0ZZ | O7021,0 | O,True,True,True
Desgarro IIIB,2,2,2,0DQR0ZZ | O7022,0 | O,True,True,True
Desgarro IIIb,2,2,2,0DQR0ZZ | O7022,0 | O,True,True,True
Desgarro de I grado,2,2,2,0HQ9XZZ | 7569,0 | 7,True,True,True
Desgarro perineal IIIA,2,2,2,0DQR0ZZ | O7021,0 | O,True,True,True
Desgarro perineal IIIa,2,2,2,0DQR0ZZ | O7021,0 | O,True,True,True
Desviacion septal,2,2,2,09SM0ZZ | J342,0 | J,True,True,True
Deterioro cognitivo,2,2,2,2949 | F09,2 | F,True,True,True
Deterioro cognitivo leve,2,2,2,33183 | G3184,3 | G,True,True,True
Dexametasona,2,2,2,3E0333Z | 9923,3 | 9,True,True,True
Diabetes,2,2,2,25000 | E119,2 | E,True,True,True
Diabetes Mellitus,2,2,2,25000 | E119,2 | E,True,True,True
Diabetes mellitus,2,2,2,25000 | E119,2 | E,True,True,True
Diabetis,2,2,2,25000 | E119,2 | E,True,True,True
Diabetis Gestacional,2,2,2,64881 | O24429,6 | O,True,True,True
Diabetis insípida,2,2,2,2535 | E232,2 | E,True,True,True
Dilatación esofágica,2,2,2,0D758ZZ | 4292,0 | 4,True,True,True
Dilsipemia,2,2,2,2724 | E785,2 | E,True,True,True
Dinámica uterina,2,2,2,66123 | O622,6 | O,True,True,True
Dislipemia,2,2,2,2724 | E785,2 | E,True,True,True
Dislipemia mixta,2,2,2,2722 | E782,2 | E,True,True,True
Dislipemia parto,2,2,2,E785 | O99284,E | O,True,True,True
Dislipidemia,2,2,2,2724 | E785,2 | E,True,True,True
Dislipémia,2,2,2,2724 | E785,2 | E,True,True,True
Dislpemia,2,2,2,2724 | E785,2 | E,True,True,True
Dismenorrea,2,2,2,6253 | N946,6 | N,True,True,True
Disnea,2,2,2,78609 | R0600,7 | R,True,True,True
Dispareunia,2,2,2,6250 | N9410,6 | N,True,True,True
Displasia renal,2,2,2,75315 | Q614,7 | Q,True,True,True
Displàsia cervical parto,2,2,2,N879 | O3443,N | O,True,True,True
Distocia de hombros,2,2,2,10S07ZZ | O660,1 | O,True,True,True
Dolicocolon,2,2,2,7515 | Q438,7 | Q,True,True,True
Dolor abdominal,2,2,2,78900 | R109,7 | R,True,True,True
Dolor crónico,2,2,2,33829 | G8929,3 | G,True,True,True
Dolor pélvico crónico,2,2,2,6259 | R102,6 | R,True,True,True
Déficit B12,2,2,2,2662 | E538,2 | E,True,True,True
Déficit de factor VII,2,2,2,2863 | D682,2 | D,True,True,True
Déficit de ácido fólico,2,2,2,2662 | E538,2 | E,True,True,True
Déficit proteína S parto,2,2,2,D6859 | O9912,D | O,True,True,True
Déficit vit d parto,2,2,2,E559 | O99284,E | O,True,True,True
E. coli,2,2,2,04149 | B9620,0 | B,True,True,True
E.Coli,2,2,2,04149 | B9620,0 | B,True,True,True
E.coli BLEE,2,2,2,B9629 | Z1610,B | Z,True,True,True
ECG,2,2,2,4A02X4Z | 8952,4 | 8,True,True,True
ECO abd,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
ECOABD,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
ECOCARDIOGRAMA,2,2,2,8872 | B246ZZZ,8 | B,True,True,True
ECOabd,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
EMG,2,2,2,4A0FX3Z | 9308,4 | 9,True,True,True
EMLD,2,2,2,0W8NXZZ | 736,0 | 7,True,True,True
EPOC,2,2,2,496 | J449,4 | J,True,True,True
EVISCERACIÓN,2,2,2,0WQF0ZZ | T8131XA,0 | T,True,True,True
Eco Abd,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
Eco TV,2,2,2,8878 | BU4CZZZ,8 | B,True,True,True
Eco abd,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
Eco renal,2,2,2,8875 | BT4JZZZ,8 | B,True,True,True
EcoAbd,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
EcoTV,2,2,2,8878 | BU4CZZZ,8 | B,True,True,True
Ecocardio,2,2,2,8872 | B246ZZZ,8 | B,True,True,True
Ecocardiografia,2,2,2,8872 | B246ZZZ,8 | B,True,True,True
Ecografia abdomen,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
Ecografia de tòrax,2,2,2,8873 | BB4BZZZ,8 | B,True,True,True
Ecografia renal,2,2,2,8875 | BT4JZZZ,8 | B,True,True,True
Ecografia renovesical,2,2,2,8875 | BT4JZZZ,8 | B,True,True,True
Ecografia toràcica,2,2,2,8873 | BH4BZZZ,8 | B,True,True,True
Ecografía abdomen,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
Ecografía abdominal,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
Ecografía de abdomen,2,2,2,8876 | BW40ZZZ,8 | B,True,True,True
Ecografía de tórax,2,2,2,8873 | BB4BZZZ,8 | B,True,True,True
Ecografía ginecológica,2,2,2,8879 | BU4CZZZ,8 | B,True,True,True
Ecografía transfontanelar,2,2,2,8871 | BH4CZZZ,8 | B,True,True,True
Ecografía vías urinarias,2,2,2,8875 | BT4JZZZ,8 | B,True,True,True
Edema de Reinke,2,2,2,4786 | J384,4 | J,True,True,True
Electroencefalograma,2,2,2,4A00X4Z | 8914,4 | 8,True,True,True
Elongación cervical,2,2,2,6226 | N884,6 | N,True,True,True
Endometriosis,2,2,2,6179 | N809,6 | N,True,True,True
Endometritis puerperal,2,2,2,67014 | O8612,6 | O,True,True,True
Enfermedad Pulmonar Obstructiva Crónica,2,2,2,496 | J449,4 | J,True,True,True
Enfermedad renal crónica,2,2,2,5859 | N189,5 | N,True,True,True
Enfermedad renal crónica Hipertensión arterial,2,2,2,I129 | N189,I | N,True,True,True
Enol,2,2,2,30501 | F1010,3 | F,True,True,True
Enterobacter cloacae,2,2,2,04185 | B9689,0 | B,True,True,True
Enterococcus faecalis,2,2,2,04104 | B952,0 | B,True,True,True
Epilepsia,2,2,2,34590 | G40909,3 | G,True,True,True
Epilepsia generalizada parto,2,2,2,G40409 | O99354,G | O,True,True,True
Epilepsia part,2,2,2,G40909 | O99354,G | O,True,True,True
Epilepsia parto,2,2,2,G40909 | O99354,G | O,True,True,True
Epilpesia part,2,2,2,G40909 | O99354,G | O,True,True,True
Epilèpsia,2,2,2,34590 | G40909,3 | G,True,True,True
Episiotomía,2,2,2,0W8NXZZ | 736,0 | 7,True,True,True
Eritema nodoso parto,2,2,2,L52 | O9972,L | O,True,True,True
Esclerodermia,2,2,2,7101 | M349,7 | M,True,True,True
Esclerosis Multiple parto,2,2,2,G35 | O99354,G | O,True,True,True
Esclerosis multiple parto,2,2,2,G35 | O99354,G | O,True,True,True
Esclerosis múltiple,2,2,2,340 | G35,3 | G,True,True,True
Esclerosis múltiple part,2,2,2,G35 | O99354,G | O,True,True,True
Esferocitosis hereditària parto,2,2,2,D580 | O9912,D | O,True,True,True
Espina bífida,2,2,2,74190 | Q059,7 | Q,True,True,True
Esquizofrenia,2,2,2,29592 | F209,2 | F,True,True,True
Esquizofrenia paranoide,2,2,2,29532 | F200,2 | F,True,True,True
Estancamiento ponderal,2,2,2,78341 | R6251,7 | R,True,True,True
Esteatosis hepática parto,2,2,2,K760 | O2662,K | O,True,True,True
Esterilización,2,2,2,6632 | Z302,6 | Z,True,True,True
Esterilización tubárica,2,2,2,V2651 | Z9851,V | Z,True,True,True
Estrabismo,2,2,2,3789 | H509,3 | H,True,True,True
Estreñimiento part,2,2,2,K5900 | O9962,K | O,True,True,True
Exfumadora,2,2,2,V1582 | Z87891,V | Z,True,True,True
FGS,2,2,2,0DJ08ZZ | 4413,0 | 4,True,True,True
FIEBRE,2,2,2,78060 | R509,7 | R,True,True,True
Factor V Leyden part,2,2,2,D6851 | O9912,D | O,True,True,True
Factor V Leyden parto,2,2,2,D6851 | O9912,D | O,True,True,True
Fallo de inducción,2,2,2,65911 | O610,6 | O,True,True,True
Febre,2,2,2,78060 | R509,7 | R,True,True,True
Febricula,2,2,2,78060 | R509,7 | R,True,True,True
Fecaloma,2,2,2,56032 | K5641,5 | K,True,True,True
Fibromialgia parto,2,2,2,M797 | O99891,M | O,True,True,True
Fibrosis quística,2,2,2,27702 | E849,2 | E,True,True,True
Fiebre intraparto,2,2,2,65921 | O752,6 | O,True,True,True
Fimosis,2,2,2,605 | N471,6 | N,True,True,True
Forceps,2,2,2,10D07Z3 | 720,1 | 7,True,True,True
Fosita sacra,2,2,2,75619 | Q7649,7 | Q,True,True,True
Fracaso renal agudo,2,2,2,5849 | N179,5 | N,True,True,True
Fractura nasal,2,2,2,8020 | S022XXA,8 | S,True,True,True
Fumador 2t,2,2,2,F17210 | O99332,F | O,True,True,True
Fumador part,2,2,2,F17210 | O99334,F | O,True,True,True
Fumadora 1t,2,2,2,F17210 | O99331,F | O,True,True,True
Fumadora PARTO,2,2,2,F17210 | O99334,F | O,True,True,True
Fórceps,2,2,2,10D07Z3 | 720,1 | 7,True,True,True
GEU,2,2,2,63310 | O0090,6 | O,True,True,True
Gammaglobulina anti-D,2,2,2,65611 | 9911,6 | 9,True,True,True
Gammaglobulina antiD,2,2,2,65611 | 9911,6 | 9,True,True,True
Gammapatía monoclonal,2,2,2,97651 | D472,9 | D,True,True,True
Gastritis crónica part,2,2,2,K2950 | O9962,K | O,True,True,True
Gastrostomía,2,2,2,0D168Z4 | V441,0 | V,True,True,True
Glaucoma crónico,2,2,2,36511 | H409,3 | H,True,True,True
HBP,2,2,2,60020 | N400,6 | N,True,True,True
HIPERTENSIÓ,2,2,2,4019 | I10,4 | I,True,True,True
HIPERTENSIÓ INSUFICIÈNCIA RENAL CRÒNICA,2,2,2,I129 | N189,I | N,True,True,True
HIPERURICEMIA,2,2,2,7906 | E790,7 | E,True,True,True
HIPOTIROIDISMO 3T,2,2,2,D649 | O99013,D | O,True,True,True
HIPOTIROIDISMO 3t,2,2,2,E039 | O99283,E | O,True,True,True
HIPOTIROIDISMO parto,2,2,2,64811 | E039,6 | E,True,True,True
HIPOTIROÏDISME part,2,2,2,E039 | O99284,E | O,True,True,True
HIpotiroidismo PARTO,2,2,2,E039 | O99284,E | O,True,True,True
HPV PARTO,2,2,2,B977 | O9852,B | O,True,True,True
HT,2,2,2,V8801 | Z90710,V | Z,True,True,True
HTA,2,2,2,4019 | I10,4 | I,True,True,True
HTA ERC grado 5,2,2,2,I120 | N185,I | N,True,True,True
HTA IRC,2,2,2,40390 | N189,4 | N,True,True,True
HTA crónica,2,2,2,4019 | I10,4 | I,True,True,True
HTA irc,2,2,2,40390 | I129,4 | I,True,True,True
HTA irc 3,2,2,2,I129 | N1830,I | N,True,True,True
HTA irc 4,2,2,2,I129 | N184,I | N,True,True,True
HTA irc 5,2,2,2,I120 | N185,I | N,True,True,True
HTA irc icc,2,2,2,I509 | N189,I | N,True,True,True
Hallux valgus,2,2,2,7350 | M2010,7 | M,True,True,True
Hashimoto,2,2,2,2452 | E063,2 | E,True,True,True
Hasimoto part,2,2,2,E063 | O99284,E | O,True,True,True
Hemangioma,2,2,2,91200 | D1800,9 | D,True,True,True
Hematíes,2,2,2,2851 | 9904,2 | 9,True,True,True
Hemoptisi,2,2,2,78630 | R042,7 | R,True,True,True
Hemorragia postparto,2,2,2,66612 | O721,6 | O,True,True,True
Hemorroides,2,2,2,4556 | K649,4 | K,True,True,True
Hepatitis C parto,2,2,2,B182 | O9842,B | O,True,True,True
Hepatopatía part,2,2,2,K769 | O2662,K | O,True,True,True
Hernia Discal L5-S1 parto,2,2,2,M5127 | O99891,M | O,True,True,True
Hernia Discal parto,2,2,2,M5126 | O99892,M | O,True,True,True
Hernia de hiato,2,2,2,5533 | K449,5 | K,True,True,True
Hernia de hiato part,2,2,2,K449 | O9962,K | O,True,True,True
Hernia inguinal,2,2,2,55090 | K4090,5 | K,True,True,True
Hernia inguinal bilateral,2,2,2,55092 | K4020,5 | K,True,True,True
Hernia inguinal izquierda,2,2,2,55090 | K4090,5 | K,True,True,True
Hernia umbilical,2,2,2,5531 | K429,5 | K,True,True,True
Herpes Genital parto,2,2,2,A609 | O9832,A | O,True,True,True
Hidrocefalia crónica del adulto,2,2,2,3314 | G912,3 | G,True,True,True
Hipercolesterolemia,2,2,2,2720 | E7800,2 | E,True,True,True
Hipercolesterolemia part,2,2,2,E7800 | O99284,E | O,True,True,True
Hiperglucemia,2,2,2,79029 | R739,7 | R,True,True,True
Hiperlipemia part,2,2,2,E785 | O99284,E | O,True,True,True
Hiperlipidemia,2,2,2,2724 | E785,2 | E,True,True,True
Hiperparatiroidismo,2,2,2,25202 | E213,2 | E,True,True,True
Hiperparatiroidismo renal,2,2,2,58881 | N2581,5 | N,True,True,True
Hiperplasia benigna de próstata,2,2,2,60090 | N400,6 | N,True,True,True
Hiperplasia prostática benigna,2,2,2,60020 | N400,6 | N,True,True,True
Hiperprolactinemia,2,2,2,2531 | E221,2 | E,True,True,True
Hipertension arterial,2,2,2,4019 | I10,4 | I,True,True,True
Hipertensió,2,2,2,4019 | I10,4 | I,True,True,True
Hipertensió Malaltia renal crònica,2,2,2,I129 | N189,I | N,True,True,True
Hipertensió arterial,2,2,2,4019 | I10,4 | I,True,True,True
Hipertensión Enfermedad renal crónica estadío 4,2,2,2,I129 | N184,I | N,True,True,True
Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica,2,2,2,I130 | N189,I | N,True,True,True
Hipertensión Insuficiencia renal crónica,2,2,2,I129 | N189,I | N,True,True,True
"Hipertensión arterial Enfermedad renal crónica, estadio 3",2,2,2,I129 | N183,I | N,True,True,True
Hipertensión pulmonar,2,2,2,4168 | I2720,4 | I,True,True,True
Hipertiroidismo PARTO,2,2,2,E0590 | O99284,E | O,True,True,True
Hipertiroidismo parto,2,2,2,E0590 | O9912,E | O,True,True,True
Hipoacusia,2,2,2,3899 | H9190,3 | H,True,True,True
Hipoacusia bilateral,2,2,2,3899 | H9193,3 | H,True,True,True
Hipocalcemia,2,2,2,27541 | E876,2 | E,True,True,True
Hipomagnesemia,2,2,2,2752 | E8342,2 | E,True,True,True
Hiponatremia,2,2,2,2761 | E871,2 | E,True,True,True
Hipotirodismo parto,2,2,2,E039 | O99284,E | O,True,True,True
Hipotiroididsmo part,2,2,2,E039 | O99284,E | O,True,True,True
Hipotiroidismo Gestacional,2,2,2,E039 | O99284,E | O,True,True,True
Hipotiroidismo anteparto,2,2,2,2449 | 64813,2 | 6,True,True,True
Hipotiroidismo postoperatorio part,2,2,2,E890 | O99284,E | O,True,True,True
Hipotoroidismo part,2,2,2,E039 | O99284,E | O,True,True,True
Hipotoroidismo parto,2,2,2,2449 | 64811,2 | 6,True,True,True
Hirsutismo,2,2,2,7041 | L680,7 | L,True,True,True
Histerectomia lap,2,2,2,0UT94ZZ | 6841,0 | 6,True,True,True
Histerectomia total lap,2,2,2,0UT94ZZ | 6841,0 | 6,True,True,True
Histerectomía,2,2,2,0UT90ZZ | Z90710,0 | Z,True,True,True
Histerectomía lap,2,2,2,0UT94ZZ | 6841,0 | 6,True,True,True
Hèrnia de hiatus,2,2,2,5533 | K449,5 | K,True,True,True
Hèrnia umbilical,2,2,2,5531 | K429,5 | K,True,True,True
ILE por TRISOMÍA,2,2,2,O351XX0 | Z332,O | Z,True,True,True
ILE por trisomia 21,2,2,2,65513 | Z9882,6 | Z,True,True,True
ILE por trisomía,2,2,2,O351XX0 | Z332,O | Z,True,True,True
IM,2,2,2,4240 | I340,4 | I,True,True,True
IMC 33,2,2,2,V8533 | Z6833,V | Z,True,True,True
IMC 38,2,2,2,V8538 | Z6838,V | Z,True,True,True
IMC 41,2,2,2,V8541 | Z6841,V | Z,True,True,True
IMC 48,2,2,2,V8542 | Z6842,V | Z,True,True,True
IOT,2,2,2,0BH17EZ | 9604,0 | 9,True,True,True
IRC,2,2,2,5859 | N189,5 | N,True,True,True
ITU 3t,2,2,2,N390 | O23593,N | O,True,True,True
ITU part,2,2,2,N390 | O23593,N | O,True,True,True
ITU por E. coli,2,2,2,B9620 | N390,B | N,True,True,True
IUE,2,2,2,6256 | N393,6 | N,True,True,True
Infecciones urinarias de repetición,2,2,2,V1302 | Z87440,V | Z,True,True,True
Infecció del tracte urinari per E Coli,2,2,2,B9620 | N390,B | N,True,True,True
Infección respiratoria,2,2,2,5198 | J988,5 | J,True,True,True
Infertilidad,2,2,2,6289 | N979,6 | N,True,True,True
Inmunodeficiencia,2,2,2,2793 | D849,2 | D,True,True,True
Insomni,2,2,2,78052 | G4700,7 | G,True,True,True
Insomnio,2,2,2,78052 | G4700,7 | G,True,True,True
Insuficiencia aórtica,2,2,2,4241 | I351,4 | I,True,True,True
Insuficiencia cardíaca,2,2,2,4280 | I509,4 | I,True,True,True
Insuficiencia mitral,2,2,2,4240 | I340,4 | I,True,True,True
Insuficiencia respiratoria,2,2,2,51881 | J9690,5 | J,True,True,True
Insuficiencia venosa,2,2,2,45981 | I872,4 | I,True,True,True
Insuficiencia venosa crónica parto,2,2,2,I872 | O9942,I | O,True,True,True
Intolerancia a la lactosa parto,2,2,2,64891 | E739,6 | E,True,True,True
K. pneumoniae,2,2,2,0413 | B961,0 | B,True,True,True
Kjelland,2,2,2,10S07ZZ | 724,1 | 7,True,True,True
LAL,2,2,2,20400 | C9100,2 | C,True,True,True
LEIOMIOMA,2,2,2,2189 | D259,2 | D,True,True,True
LITIASIS RENAL DERECHA,2,2,2,0TF38ZZ | N200,0 | N,True,True,True
LITIASIS URETERAL IZQUIERDA,2,2,2,0TF78ZZ | N201,0 | N,True,True,True
Laceracion periuretral,2,2,2,0TQD7ZZ | O7182,0 | O,True,True,True
Lactancia artificial,2,2,2,67651 | O925,6 | O,True,True,True
Laringitis aguda,2,2,2,46400 | J040,4 | J,True,True,True
Laringomalacia,2,2,2,7483 | Q315,7 | Q,True,True,True
Legrado,2,2,2,0UDB7ZZ | 6902,0 | 6,True,True,True
Legrado obstétrico,2,2,2,10D17ZZ | 6902,1 | 6,True,True,True
Leiomioma,2,2,2,88900 | D259,8 | D,True,True,True
Leiomiomas uterinos,2,2,2,88900 | D259,8 | D,True,True,True
Leucocitosis,2,2,2,28860 | D72829,2 | D,True,True,True
Ligadura,2,2,2,0UL70ZZ | Z302,0 | Z,True,True,True
Ligadura de trompas,2,2,2,V2651 | Z9851,V | Z,True,True,True
Ligadura tubárica bilateral,2,2,2,0UL70ZZ | 6632,0 | 6,True,True,True
Litiasis biliar,2,2,2,57420 | K8020,5 | K,True,True,True
Litiasis renal part,2,2,2,N200 | O26833,N | O,True,True,True
Litiasis ureteral,2,2,2,5921 | N201,5 | N,True,True,True
Lumbalgias,2,2,2,7242 | M545,7 | M,True,True,True
Lumboartrosis,2,2,2,7213 | M47816,7 | M,True,True,True
M1 hepáticas,2,2,2,1977 | C787,1 | C,True,True,True
MCP,2,2,2,V4501 | Z950,V | Z,True,True,True
MF,2,2,2,4A1HXCZ | 7534,4 | 7,True,True,True
MIGRAÑA part,2,2,2,G43909 | O99354,G | O,True,True,True
MIOMA,2,2,2,88950 | D259,8 | D,True,True,True
MIOMAS UTERINOS,2,2,2,2189 | D259,2 | D,True,True,True
MIOPIA MAGNA PARTO,2,2,2,H4420 | O99891,H | O,True,True,True
Madre cáncer de mama,2,2,2,V163 | Z803,V | Z,True,True,True
Marihuana part,2,2,2,F1211 | O99324,F | O,True,True,True
Mastectomia izq,2,2,2,0HTU0ZZ | Z9012,0 | Z,True,True,True
Metrorragia,2,2,2,6266 | N921,6 | N,True,True,True
Metrorragias,2,2,2,6266 | N921,6 | N,True,True,True
Migraña con aura part,2,2,2,G43109 | O99354,G | O,True,True,True
Migraña con aura parto,2,2,2,G43109 | O99354,G | O,True,True,True
Migraña parto,2,2,2,64891 | G43909,6 | G,True,True,True
Migraña sin aura part,2,2,2,G43009 | O99354,G | O,True,True,True
Migrañas,2,2,2,34690 | G43909,3 | G,True,True,True
Migrañas PART,2,2,2,G43909 | O99354,G | O,True,True,True
Migrañas con aura PART,2,2,2,G43109 | O99354,G | O,True,True,True
