dataset,Literal_required_clean,token_len
train,fx cabeza de fémur,6
train,toxoplasmosis parto,4
train,Aborto Diferido,6
train,Trastorn d'ansietat,9
train,tetraparesia,4
train,HTA irc,5
train,Ovariectomía derecha,6
train,IMC: 31,5
train,capsulectomía bilateral,6
train,Meningitis en la infancia,6
train,hipopotasemia,3
train,Ansiedad PARTO,5
train,Serratia marcescens,7
train,PRÓTESIS DE AMBAS RODILLA,10
train,obesidad parto,4
train,Ecografía escrotal,4
train,pólipos endometriales,5
train,síndrome de lisis tumoral,6
train,GS: O Rh + (,8
train,Historia de Cancer de mama,7
train,hipertrigliceremia,5
train,hipotiroidismo parto,4
train,color: teñido,6
train,Miopia magna,5
train,RE: Positivos (+++/+++),11
train,Hipercolesterolemia part,4
train,carcinoma,3
train,nutrición parenteral,4
train,Historia de SARS-Cov-2 (,10
train,gemelar bicorial/biamniótica,10
train,Hipertiroidismo part,5
train,historia neoplasia de mama,6
train,esteatosis hepática,4
train,histrectomia,5
train,adk endometroide,7
train,ANEXECTOMÍA BILATERAL LAPAROSCOPIA,12
train,Astigmatismo,4
train,Radiografia abdominal,5
train,hematoma subdural traumatico,6
train,HPV parto,4
train,CIN II parto,5
train,Historia de Meniscectomía,7
train,Monitorización pulsioximétrica,7
train,23+1 semanas,6
train,Atelectasias,4
train,Escoliosis dorsolumbar,5
train,TAC abdominal,4
train,DG insulinizada,5
train,oxigen,3
train,Linfadenectomía axilar izq,7
train,ansiosa depresiva,4
train,acidosis metabólica,4
train,GEMELAR BICORIAL BIAMNIÓTICA,13
train,espondilitis anquilosante part,5
train,rtu vesical,5
train,Trasplantament hepàtic,7
train,Ex-hábito enólico,8
train,SAHos,5
train,alergia a la penicilina,6
train,bronquitis aguda,4
train,OMENTECTOMÍA,7
train,trismus,4
train,cirugia anulada por contraindicacion,8
train,Parálisis facial izquierda periférica,6
train,sua,3
train,Gestación ectópica izquierda,7
train,Staphylococcus hominis,5
train,histerectomia total laparoscopica,9
train,Methergin IM,6
train,ceguera,3
train,polineuropatía diabética,4
train,CARCINOMATOSIS PERITONEAL,11
train,donante muslo izquierdo,5
train,TC craneal con contraste,6
train,Alérgica penicilina,5
train,RADIOTERAPIA,4
train,Cordón Largo,6
train,Alergica al niquel,7
train,HIPERNATREMIA,6
train,Sinusitis,5
train,registro patológico fetal parto,6
train,Chagas parto,4
train,Cirrosis hepática por NASH,7
train,ex-Fumadora,6
train,Dispepsia funcional,5
train,ojo seco,4
train,tabaco parto,4
train,cicatriz,3
train,hipoTiroidismo part,7
train,Esplenomegalia cirrotica,8
train,Escherichia coli,4
train,quimioterapia historia,4
train,alergia a la penicilina,6
train,Alérgica a Mercurio,7
train,ANTIBIÓTICO,6
train,MASTECTOMÍA derecha,8
train,inmunoglobulinas,3
train,desgarro paraclitoriano,7
train,PLAQUETOPENIA,6
train,Pielonefritis de repetición,6
train,Ecografía de troncos supraórticos,8
train,ciatica,4
train,Atrèsia esofàgica sense fístula,10
train,ptr izq,5
train,Preclampsia Grave,6
train,Prolapso genital 2,7
train,asma reagudizado,6
train,Neuràlgia de trigemin,9
train,GS 0 negativo,5
train,polineuropatía diabética 2,5
train,migraña part,4
train,ROTURA MENISCO EXTERNO RODILLA IZQUIERDA,13
train,semana 40,4
train,Sjogren,6
train,Alergia a sulfamidas,6
train,EXPANSOR mama dERECHO,11
train,adenomiosis,5
train,Intolerancia a la lactosa parto,7
train,Espondilitis anquilosante,5
train,pna 2t,6
train,linfadenectomía axilar,4
train,Grupo sanguineo materno: A Rh positivo,10
train,Aneurisma de aorta ascendente,6
train,Infección por VRS,5
train,Epilepsia mioclónica juvenil,6
train,multig,4
train,Carcinoma de tiroides,5
train,40 +6 semans,7
train,Tabaco parto,4
train,quemadura dorso mano izquierda,6
train,Diabetes mal control,5
train,triple by-pass coronario,7
train,hipoacusia neurosensorial,4
train,anemia ferropenica parto,7
train,Enfermedad coronaria,4
train,amilodosis renal,5
train,histerectomia subtotal,6
train,Ex- Fumadora,5
train,Hipertrofia ventricular,4
train,Factor V Leiden,6
train,Ca de mama,5
train,TAC de abdomen,5
train,Crohn parto,4
train,RMN cerebral,4
train,alergia a PENICILINA,6
train,tabaquismo parto,4
train,Rx de tórax y abdomen,7
train,Fistula de LCR,7
train,LAVADO PERITONEO,9
train,herida quirúrgica,4
train,trombopenia parto,4
train,Reconversión a laparotomía,6
train,F32.1,6
train,Utero polimiomatoso,7
train,celulitis orbita,5
train,trastorno bipolar,4
train,"tia paterna , ca de mama",9
train,ESTENOSIS URETERAL IZQUIERDA,9
train,Tumorectomia mama derecha,6
train,hiperglicemia dm,6
train,desconexión del medio,5
train,Carcinoma lobulillar infiltrante,7
train,LINFADENECTOMIA PÉLVICA BILATERAL,12
train,QUIMIOTERAPIA,5
train,Anemia renal,4
train,Absceso en Labio mayor izquierdo,8
train,obstruccion intestinal,5
train,"Grupo sanguíneo: O, +",8
train,Alergias medicamentosas: NOLOTIL,8
train,ca vejiga,4
train,síndrome de Raynaud,5
train,trombocitosis parto,5
train,ganglio centinella,6
train,rciu anteparto,7
train,hernia incisional,5
train,antecedente de parto pretérmino,6
train,Hipertrofia de cornetes,6
train,Tumorectomia mama esquerre,6
train,Hemorragia postparto,4
train,Apnea obstructiva del sueño,7
train,CDI de mama izq,6
train,CATÉTER DOBLE J IZQuierdo,13
train,absceso mamario,4
train,Artritis Reumatoide parto,5
train,obesidad parto,4
train,ECO obstetrica,5
train,RN 2,4
train,Epilepsia generalizada parto,5
train,mtx ganglio iliaco,7
train,Adenoma tubular,5
train,ventosa fallida,6
train,o positivo,4
train,primipara,4
train,Alergia a CODEÍNA,8
train,torsión testicular,4
train,DEPRESSIÓ REACTIVA,8
train,Fumadora puerperio,4
train,Feto macrosomico,7
train,Amniodrenaje,7
train,Espasmos esofágicos,6
train,Sgb,5
train,peritonitis aguda,4
train,bypass gástrico lap,6
train,HERNIA UMBILICAL malla,9
train,ECOGRAFÍA obst,5
train,madden izq,5
train,Salpinguectomía izquierda,7
train,tuberculosis,3
train,portadora de marcapasos,5
train,Trastorno depresivo,4
train,Discopatía degenerativa L4-L5,10
train,Hepatoblastoma,4
train,les parto,4
train,Hipotirodismo parto,6
train,Aplastamientos vertebrales,6
train,SGB POSITIVO,5
train,Anexectomía bilateral LAPAROSCOPIA,11
train,Hèrnia diafragmàtica congènita,12
train,rectorragia/hematoquecia,8
train,PCR SARS-CoV2 negativo,8
train,CARDIOPATIA HIPERTENSIVA,8
train,sarcoidosis pulmonar,4
train,alergia al ibuprofeno,5
train,Pangastritis crónica,6
train,alimento,3
train,Linfadenectomia axilar izqu,8
train,teratoma ovárico izquierdo,6
train,Cefalea en racimo,6
train,Dolor qx,5
train,febriles,3
train,HBAI,5
train,Migrañas PART,5
train,612.1,6
train,Grupo sanguíneo: O +.,7
train,Depresión,3
train,pna 2t,6
train,hta irc 2,7
train,fiebre,3
train,regularización meniscal izq,7
train,Ecografía 2t,5
train,"Alergica a: AAS ,??",9
train,Ecografia TF,5
train,Ecografia de tòrax,7
train,ECO OBS,5
train,VARON,4
train,DGa1,5
train,TAC cranial,5
train,Histerectomía total LAP,6
train,rx abdomen,4
train,Diabetes Gestacional Insulinodependiente,10
train,nódulos tiroideos parto,5
train,Vejiga hiperactiva,4
train,Ecografías SNC,5
train,Insuficiencia venosa perifèrica,6
train,esplenectomía,3
train,dolor ciático,4
train,Tiroiditis crónica,5
train,febril Postoperatorio,6
train,Hernia discal lumbar,5
train,Hernia discal parto,5
train,vih,4
train,irc,4
train,ascitis,3
train,Salpingooforitis cronica,9
train,Sarcoma de Ewing en fémur,9
train,Síndrome antifosfolípido,5
train,CCHH,5
train,E. coli,5
train,ANTICOAGULACIÓN,4
train,IMC:38,5
train,Hepatitis B crónica,5
train,GsRh: O+,9
train,menorragia,4
train,Asma parto,4
train,ERC agudizada,5
train,neoplasia parto,4
train,cataracta,4
train,. Hernia hiatal,6
train,Tumorectomía mama der,6
train,ALERGIA metal,4
train,Insulina,3
train,historia Fractura,4
train,malos antecedentes obstétricos,5
train,Dorsolumbalgia,6
train,Exéresis de ganglios centinela,7
train,Historia de Tuberculosis,5
train,Raynaud,3
train,escoliosis part,4
train,Sutura ferida,5
train,Fumadora part,4
train,Obstrucción Crónica al Flujo Aéreo,8
train,Deficiencia de vitamina D.,7
train,debut diabético,4
train,Candidiasis,4
train,deceleraciones,6
train,Pieloplastia,5
train,Alérgico a Optalidón,8
train,otoscopia od,5
train,metástasis hepaticas,5
train,Timpanoplastia,6
train,canalización de vena umbilical,6
train,Hipertensión Enfermedad renal crónica estadío 4,8
train,DISE,4
train,artrosis hombro der,5
train,Sde. ansioso-depresivo,8
train,Migraña,3
train,Prematuridad 30,6
train,Apendicitis aguda no especificada,7
train,Grupo A Rh+,6
train,febre,3
train,UROTC,5
train,multigravida,5
train,", Ex fumador",5
train,alergia a aspirina,5
train,Biopsia selectiva de gangli sentinella,9
train,MIOMECTOMIA HISTEROSCÓPICA,13
train,miocardiopatia hipertrofica,6
train,Alergia pelo,4
train,Esclerosis múltiple part,5
train,ITU por E. coli,7
train,obesidad mórbida parto,5
train,37+3 semanas,6
train,hipospadias,5
train,RX TÓRAX,4
train,TVP femoral izquierda,5
train,Dispepsia,4
train,ADK próstata,5
train,quistes riñones,4
train,talla baja,4
train,HIPOACUSIA BILATERAL,7
train,acromioplastia,5
train,reseccion ileocecal,6
train,fibrilación auricular rapida,6
train,rabdomiolisis,4
train,Parkinsonismo,4
train,OSTEOARTROSIS,7
train,hidronefrosi congenita,9
train,hipoalbulinemia,6
train,Hernia Hiato parto,7
train,methergin im,6
train,amniotomía,5
train,conización cervical,5
train,Lactancia artificial,4
train,ITUs de repeticion,7
train,Absceso de mama izquierda,6
train,amputación cervical,4
train,Neo mama,4
train,RIESGO PERDIDA BIENESTAR,9
train,Laringomalacia,5
train,desgarros vulvar,4
train,VHC parto,4
train,Colecistitis crónica. Colelitiasis,8
train,Historia de Tabaquismo,5
train,jugando al futbol,5
train,Nódulo tiroideo,4
train,ureaplasma,4
train,Uroquinasa,4
train,Zona donante muslo derecho,6
train,ciatalgia,4
train,Sondatge urinari,7
train,Hipertensión Insuficiencia cardíaca,5
train,Poliquistosis renal,5
train,app,3
train,asma part,4
train,APGAR,4
train,Insuficiencia Respiratoria crónica hipercápnica,9
train,Esclerosis válvula Aórtica,7
train,Amigdalectomía bilateral,5
train,HPV parto,4
train,Apnea del son,6
train,rechazo de la ingesta,6
train,ILPP pie izquierdo,6
train,TAC cranial,5
train,cuerpo extraño esofágico,5
train,Síndrome ansioso parto,5
train,Histerectomía radical,4
train,Ligadura tubárica,6
train,B pos,4
train,histerectomia,5
train,Incontinència urinària,7
train,QUISTE DE OVARIO DERECHO,8
train,artirtis reumatoide parto,7
train,Polineuropatia,5
train,ITU rn,5
train,Diverticulosis de sigma,6
train,ARTROSI,5
train,Artromialgias,4
train,sd intestino irritable,5
train,IMC 41.-,5
train,Hemorragia posparto,4
train,O NEGATIVO,4
train,secuelas avc,5
train,Hiperplasia prostática benigna,5
train,ANEXECTOMIA BILATERAL LAPAROSCÓPICA,14
train,Hiperuricemia asintomática,5
train,TAC cerebral,4
train,Distocia de rotación,7
train,FAC,3
train,HBP,3
train,salpingectomia bilateral,6
train,B +,4
train,soplo sistólico,4
train,Trasplante hepático,4
train,hipotonia,4
train,H40.151,6
train,exprematura,6
train,Omentectomía,5
train,TAPONAMIENTO vaginal,6
train,leiomioma uterino,6
train,Hashimoto,4
train,cpap,4
train,28 sem,4
train,o Positivo,4
train,Traumatisme,5
train,toracocentesis izq,4
train,Polipectomía endoscopica,7
train,Infección de vías urinarias,6
train,Miopia magna part,6
train,EcoAbd,5
train,Migraña sin aura part,6
train,Alcohol,3
train,cesárea anterior,4
train,LEGRADO EVACUADOR,9
train,Desgarro de I grado,7
train,histerectomía,3
train,historia litiasis renal,5
train,23+2 semanas,6
train,vitíligo parto,4
train,Alergia a Meropenem,5
train,crup,4
train,Migraña parto,4
train,Miocardiopatia hipertrofica obstructiva,7
train,gammablobulina anti D,8
train,eco urinaria,4
train,Dismorfia Septal,7
train,ansiedad part,4
train,paratiroidectomía inferior derecha,6
train,Úlcus duodenal,5
train,Carcinoma seroso papilar de endometrio,7
train,Corticoides,4
train,fibroLEIOMIOMA,8
train,Vértigos periféricos,5
train,BGP,4
train,ALERGIA ACAROS,6
train,CARCINOMA DUCTAL INFILTRANTE DE MAMA IZQUIERDA,16
train,Febre,4
train,Migrañas PART,5
train,HTA irc anteparto,7
train,COVID part,4
train,CARCINOMA MAMA DERECHA,7
train,Otorrea crónica,5
train,pulmonar,3
train,afonía,4
train,adherencias,3
train,nutricion enteral por sng,8
train,Hashimoto,4
train,LINFADENECTOMÍA PARAAÓRTICA LAPAROSCÓPICA,18
train,lesión renal aguda,5
train,Hipotirodismo part,6
train,Hermana ca de mama,7
train,Diarrea crónica,4
train,EPISIOTOMÍA,7
train,Poliposis nasosinusal,7
train,Bronquitis asmática,4
train,TVP,3
train,Ecografía de abdomen,5
train,Neo pulmón lsd,7
train,Fumadora anteparto,5
train,Antibioteraia,5
train,Prótesis de cadera,5
train,Monorrena congénita,6
train,Rubeola: Negativo,7
train,BAV de primer grado,6
train,CIR,3
train,Reflux gastro esofagic,8
train,PEG,3
train,DMNID,5
train,Sd del túnel carpiano bilateral,7
train,DÈFICIT DEL CAMP VISUAL,11
train,Síndrome antifosfolipídico,7
train,Absces de pulmo,7
train,REACCIÓN ADAPTATIVA,7
train,COLESTASIS parto,7
train,30,3
train,TUMORACIÓN FRONTAL,7
train,gestación no evolutiva,5
train,Nàusees amb vòmits,11
train,se extrae cerclaje cervical,7
train,Hepatitis B parto,5
train,Ulcus gastroduodenal,5
train,biopsia de peritoneo,5
train,anexectomia IZQUIERDA,5
train,TVP femoro-poplitea izq,10
train,Retirada de expansor,6
train,Incontinencia Urinaria de Esfuerzo,8
train,apgar,4
train,Obesidad parto,4
train,obesidad mórbida part,5
train,Espina Bifida,6
train,poliartrosis,4
train,TC de cráneo,5
train,diabetes,3
train,aumentine,4
train,Flemón dentario,5
train,Rx de tórax:,6
train,hipotiroidisme part,7
train,Seroma sobreinfectado,7
train,Antibiotico,4
train,colitis ulcerosa parto,5
train,Hernia de hiato,5
train,GsrH: A positiu,10
train,Desgarro de II grado,7
train,A negativo,4
train,Atonía uterina posparto,6
train,Desgarro labio,5
train,cardiopatía hipertensiva icc,6
train,rn muerta,5
train,Adenocarcinoma endocervical,5
train,MALLORY-WEISS,10
train,Ecografía vías urinarias,5
train,CISTOADENOMA,7
train,alergia aliment,4
train,SDRE LYNCH,8
train,migraña PART,4
train,Fiebre intraparto,5
train,ESPLENECTOMÍA,7
train,Herpes Zoster parto,6
train,esclerodactilia,4
train,desproporción pélvico fetal 2,7
train,poliquistosis hepatorenal,7
train,VIH parto,4
train,SAT,3
train,TC de coll amb contrast,9
train,edema de miembros inferiores,6
train,Eco abd,4
train,37.4 semanas,6
train,sutura uretral,4
train,Deterioro cognitivo leve,5
train,obesitat part,6
train,catéteres JJ,4
train,hii,4
train,H25.9,6
train,Alergias a AAS,5
train,hematuri,4
train,Obesidad part,4
train,fractura de húmero proximal derecho,7
train,GS: O+,6
train,Líquido cefaloraquídeo,6
train,Hipercolesterolemia,3
train,Crisis epilépticas,4
train,vertiginoso,4
train,Síndrome overlap222222222,10
train,Artrosis manos,4
train,prematuridad 31,4
train,re ++,4
train,Osteogénesis imperfecta,5
train,R25.9,6
train,Hasimoto part,6
train,dislipémia,5
train,VIH,3
train,Espina bifida,6
train,macrosoma,4
train,ansiedad anteparto,5
train,celulitis abdomen,4
train,Radiografía de tórax:,6
train,MENSTRUACION EXCESIVA,10
train,migraña sin aura,5
train,Historia de Neumonía,5
train,TOT,4
train,Infliximab,4
train,desorientacion,5
train,expansor mama,5
train,Z60.8,6
train,perthes,4
train,Paraplejia,4
train,febrícula intraparto,5
train,Rectocele,5
train,taC craneal,5
train,CESAREA,5
train,ITU part,4
train,extracción cuerpo extraño esofago,7
train,neutropenia febril qt,6
train,RM perianal,4
train,Hipercolesterolemia part,4
train,hernioplastia inguinal derecha con malla,9
train,hipotiroidisme,6
train,Radiografía rodilla izquierda,5
train,Grupo sanguíneo: 0 RH +,8
train,colon irritable part,5
train,"Hipertensión arterial Enfermedad renal crónica, estadio 3",10
train,ASÍMETRIA FACIAL congenita,11
train,Cuadro depresivo,4
train,Graves-Basedow,8
train,Hallux valgus 3,7
train,cistoadenoma ovario,5
train,KJIELLAND,6
train,HÈRNIA HIATAL,9
train,Alérgica a amoxicilina,6
train,Fractura,3
train,Colporrafia anterior,6
train,Colporrafia posterior,6
train,ecocardio NEN,5
train,HEMATOMA EPISIOTOMIA,9
train,papiledema bilateral,7
train,RE +++,4
train,fractura de húmero derecho,6
train,insomnio,3
train,Antibióticoterapia,5
train,anexectomía bilateral laparoscópica,6
train,Alergica amoxicilina,5
train,Colocación de expansor,6
train,útero miomatoso parto,6
train,MASTECTOMÍA DERECHA,8
train,Alteración de la marcha,6
train,Bocio nodular,5
train,hipermenorreas,5
train,reconstruccion mama,5
train,LIPOMA,5
train,Anemia normocitica,6
train,sondaje vesical permanente,5
train,Paralisis facial,5
train,da,3
train,Polipo fosa nasal,6
train,mastectomía D,4
train,Atrofia macular,4
train,MASTOPATÍA FIBROQUÍSTICA izq,11
train,trastorno esquizoafectivo,6
train,vía pública,4
train,25 semanas,4
train,VHB parto,4
train,metropatía,4
train,:B Positivo,6
train,anticoagulación,3
train,Alergia aas,5
train,Desnutrición grave,5
train,mastectomía derecha,4
train,absceso tubo-ovarico,8
train,astigmatisme part,7
train,obesitat 3t,7
train,cesarea,4
train,Monitorización cardio-respiratoria,7
train,Síndrome diarreico,5
train,Misoprostol rectal.,7
train,Retención de restos abortivos,8
train,Enfermedad de Cronh,6
train,beta talassemia parto,8
train,dolor cervical,4
train,migranya,4
train,cérvix corto anteparto,6
train,Alérgica al optalidon,9
train,V13.65,6
train,asma 3t,5
train,HTA IRC icc,6
train,Metrorragia posmenopáusica,6
train,histerctomia abdominal,6
train,Crisis asmática,4
train,cesárea,3
train,coriamnionitis rn,9
train,HALLUX VALGUS izquierdo,9
train,RECONVERSIÓN A LAPAROTOMÍA,12
train,Estupor,4
train,Metatarsalgia pie izquierdo,7
train,FISURA PALATINA,7
train,Sd depresivo,4
train,quiste vaginal,4
train,Linfadenectomía axilar (derecha,8
train,cytotecs rectales,7
train,30+2 semanas,6
train,Quiste renal,4
train,alfa-talassemia part,9
train,Dislipemi,5
train,Hiperolesterolemia,5
train,GS A positivo,5
train,Herpes genital parto,5
train,Sind. depresivo,6
train,analgèsia,5
train,hipoglucemia rn,5
train,ALÉRGICO A NOLOTIL,10
train,BALÓN DE BAKRI,8
train,dermatitis atopica parto,7
train,Grupo sanguíneo AB +,6
train,cistocele,4
train,Alergia melocotón,5
train,Tabaco,3
train,gemelar,3
